K-1,¡ãC,,,,,,,,,,,,,,,,,,
No,Date,Time,CH10,CH11,CH12,dis,,,,,,,,,,,,,
484,3/11/2024,1:22:19,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
485,3/11/2024,1:22:29,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
486,3/11/2024,1:22:39,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
487,3/11/2024,1:22:49,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
488,3/11/2024,1:22:59,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
489,3/11/2024,1:23:09,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
490,3/11/2024,1:23:19,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
491,3/11/2024,1:23:29,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
492,3/11/2024,1:23:39,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
493,3/11/2024,1:23:50,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
494,3/11/2024,1:24:00,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
495,3/11/2024,1:24:10,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
496,3/11/2024,1:24:20,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
497,3/11/2024,1:24:30,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
498,3/11/2024,1:24:40,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
499,3/11/2024,1:24:50,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
500,3/11/2024,1:25:00,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
501,3/11/2024,1:25:10,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
502,3/11/2024,1:25:20,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
503,3/11/2024,1:25:31,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
504,3/11/2024,1:25:41,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
505,3/11/2024,1:25:51,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
506,3/11/2024,1:26:01,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
507,3/11/2024,1:26:11,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
508,3/11/2024,1:26:21,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
509,3/11/2024,1:26:31,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
510,3/11/2024,1:26:41,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
511,3/11/2024,1:26:51,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
512,3/11/2024,1:27:01,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
513,3/11/2024,1:27:12,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
514,3/11/2024,1:27:22,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
515,3/11/2024,1:27:32,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
516,3/11/2024,1:27:42,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
517,3/11/2024,1:27:52,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
518,3/11/2024,1:28:02,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
519,3/11/2024,1:28:12,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
520,3/11/2024,1:28:22,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
521,3/11/2024,1:28:32,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
522,3/11/2024,1:28:42,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
523,3/11/2024,1:28:53,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
524,3/11/2024,1:29:03,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
525,3/11/2024,1:29:13,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
526,3/11/2024,1:29:23,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
527,3/11/2024,1:29:33,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
528,3/11/2024,1:29:43,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
529,3/11/2024,1:29:53,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
530,3/11/2024,1:30:03,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
531,3/11/2024,1:30:13,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
532,3/11/2024,1:30:23,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
533,3/11/2024,1:30:34,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
534,3/11/2024,1:30:44,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
535,3/11/2024,1:30:54,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
536,3/11/2024,1:31:04,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
537,3/11/2024,1:31:14,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
538,3/11/2024,1:31:24,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
539,3/11/2024,1:31:34,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
540,3/11/2024,1:31:44,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
541,3/11/2024,1:31:54,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
542,3/11/2024,1:32:04,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
543,3/11/2024,1:32:15,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
544,3/11/2024,1:32:25,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
545,3/11/2024,1:32:35,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
546,3/11/2024,1:32:45,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
547,3/11/2024,1:32:55,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
548,3/11/2024,1:33:05,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
549,3/11/2024,1:33:15,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
550,3/11/2024,1:33:25,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
551,3/11/2024,1:33:35,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
552,3/11/2024,1:33:45,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
553,3/11/2024,1:33:56,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
554,3/11/2024,1:34:06,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
555,3/11/2024,1:34:16,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
556,3/11/2024,1:34:26,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
557,3/11/2024,1:34:36,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
558,3/11/2024,1:34:46,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
559,3/11/2024,1:34:56,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
560,3/11/2024,1:35:06,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
561,3/11/2024,1:35:16,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
562,3/11/2024,1:35:26,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
563,3/11/2024,1:35:37,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
564,3/11/2024,1:35:47,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
565,3/11/2024,1:35:57,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
566,3/11/2024,1:36:07,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
567,3/11/2024,1:36:17,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
568,3/11/2024,1:36:27,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
569,3/11/2024,1:36:37,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
570,3/11/2024,1:36:47,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
571,3/11/2024,1:36:57,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
572,3/11/2024,1:37:07,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
573,3/11/2024,1:37:18,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
574,3/11/2024,1:37:28,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
575,3/11/2024,1:37:38,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
576,3/11/2024,1:37:48,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
577,3/11/2024,1:37:58,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
578,3/11/2024,1:38:08,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
579,3/11/2024,1:38:18,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
580,3/11/2024,1:38:28,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
581,3/11/2024,1:38:38,30.7,29.2,29.4,1.5,,,,29.9,27.7,2.2,,,,,,,
582,3/11/2024,1:38:48,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
583,3/11/2024,1:38:59,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
584,3/11/2024,1:39:09,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
585,3/11/2024,1:39:19,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
586,3/11/2024,1:39:29,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
587,3/11/2024,1:39:39,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
588,3/11/2024,1:39:49,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
589,3/11/2024,1:39:59,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
590,3/11/2024,1:40:09,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
591,3/11/2024,1:40:19,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
592,3/11/2024,1:40:29,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
593,3/11/2024,1:40:40,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
594,3/11/2024,1:40:50,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
595,3/11/2024,1:41:00,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
596,3/11/2024,1:41:10,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
597,3/11/2024,1:41:20,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
598,3/11/2024,1:41:30,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
599,3/11/2024,1:41:40,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
600,3/11/2024,1:41:50,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
601,3/11/2024,1:42:00,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
602,3/11/2024,1:42:10,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
603,3/11/2024,1:42:21,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
604,3/11/2024,1:42:31,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
605,3/11/2024,1:42:41,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
606,3/11/2024,1:42:51,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
607,3/11/2024,1:43:01,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
608,3/11/2024,1:43:11,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
609,3/11/2024,1:43:21,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
610,3/11/2024,1:43:31,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
611,3/11/2024,1:43:41,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
612,3/11/2024,1:43:51,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
613,3/11/2024,1:44:02,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
614,3/11/2024,1:44:12,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
615,3/11/2024,1:44:22,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
616,3/11/2024,1:44:32,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
617,3/11/2024,1:44:42,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
618,3/11/2024,1:44:52,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
619,3/11/2024,1:45:02,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
620,3/11/2024,1:45:12,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
621,3/11/2024,1:45:22,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
622,3/11/2024,1:45:32,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
623,3/11/2024,1:45:43,30.7,29.3,29.5,1.4,,,,29.9,27.7,2.2,,,,,,,
624,3/11/2024,1:45:53,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
625,3/11/2024,1:46:03,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
626,3/11/2024,1:46:13,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
627,3/11/2024,1:46:23,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
628,3/11/2024,1:46:33,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
629,3/11/2024,1:46:43,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
630,3/11/2024,1:46:53,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
631,3/11/2024,1:47:03,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
632,3/11/2024,1:47:13,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
633,3/11/2024,1:47:24,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
634,3/11/2024,1:47:34,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
635,3/11/2024,1:47:44,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
636,3/11/2024,1:47:54,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
637,3/11/2024,1:48:04,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
638,3/11/2024,1:48:14,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
639,3/11/2024,1:48:24,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
640,3/11/2024,1:48:34,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
641,3/11/2024,1:48:44,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
642,3/11/2024,1:48:54,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
643,3/11/2024,1:49:05,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
644,3/11/2024,1:49:15,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
645,3/11/2024,1:49:25,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
646,3/11/2024,1:49:35,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
647,3/11/2024,1:49:45,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
648,3/11/2024,1:49:55,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
649,3/11/2024,1:50:05,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
650,3/11/2024,1:50:15,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
651,3/11/2024,1:50:25,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
652,3/11/2024,1:50:35,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
653,3/11/2024,1:50:46,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
654,3/11/2024,1:50:56,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
655,3/11/2024,1:51:06,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
656,3/11/2024,1:51:16,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
657,3/11/2024,1:51:26,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
658,3/11/2024,1:51:36,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
659,3/11/2024,1:51:46,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
660,3/11/2024,1:51:56,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
661,3/11/2024,1:52:06,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
662,3/11/2024,1:52:16,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
663,3/11/2024,1:52:27,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
664,3/11/2024,1:52:37,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
665,3/11/2024,1:52:47,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
666,3/11/2024,1:52:57,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
667,3/11/2024,1:53:07,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
668,3/11/2024,1:53:17,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
669,3/11/2024,1:53:27,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
670,3/11/2024,1:53:37,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
671,3/11/2024,1:53:47,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
672,3/11/2024,1:53:57,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
673,3/11/2024,1:54:08,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
674,3/11/2024,1:54:18,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
675,3/11/2024,1:54:28,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
676,3/11/2024,1:54:38,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
677,3/11/2024,1:54:48,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
678,3/11/2024,1:54:58,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
679,3/11/2024,1:55:08,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
680,3/11/2024,1:55:18,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
681,3/11/2024,1:55:28,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
682,3/11/2024,1:55:38,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
683,3/11/2024,1:55:49,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
684,3/11/2024,1:55:59,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
685,3/11/2024,1:56:10,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
686,3/11/2024,1:56:19,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
687,3/11/2024,1:56:29,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
688,3/11/2024,1:56:39,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
689,3/11/2024,1:56:49,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
690,3/11/2024,1:56:59,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
691,3/11/2024,1:57:09,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
692,3/11/2024,1:57:19,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
693,3/11/2024,1:57:30,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
694,3/11/2024,1:57:40,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
695,3/11/2024,1:57:50,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
696,3/11/2024,1:58:00,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
697,3/11/2024,1:58:10,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
698,3/11/2024,1:58:20,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
699,3/11/2024,1:58:30,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
700,3/11/2024,1:58:40,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
701,3/11/2024,1:58:50,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
702,3/11/2024,1:59:00,30.7,29.3,29.4,1.4,,,,29.9,27.7,2.2,,,,,,,
703,3/11/2024,1:59:11,30.7,29.3,29.5,1.4,,,,29.9,27.7,2.2,,,,,,,
704,3/11/2024,1:59:21,30.7,29.3,29.5,1.4,,,,29.9,27.7,2.2,,,,,,,
705,3/11/2024,1:59:31,30.7,29.3,29.5,1.4,,,,29.9,27.7,2.2,,,,,,,
706,3/11/2024,1:59:41,30.7,29.3,29.5,1.4,,,,29.9,27.7,2.2,,,,,,,
707,3/11/2024,1:59:51,30.7,29.3,29.5,1.4,,,,29.9,27.7,2.2,,,,,,,
708,3/11/2024,2:00:01,30.7,29.3,29.5,1.4,,,,29.9,27.7,2.2,,,,,,,
709,3/11/2024,2:00:11,30.7,29.3,29.5,1.4,,,,29.9,27.7,2.2,,,,,,,
710,3/11/2024,2:00:21,30.6,29.3,29.5,1.3,,,,29.8,27.6,2.2,,,,,,,
711,3/11/2024,2:00:31,30.6,29.3,29.5,1.3,,,,29.8,27.6,2.2,,,,,,,
712,3/11/2024,2:00:41,30.6,29.3,29.5,1.3,,,,29.8,27.6,2.2,,,,,,,
713,3/11/2024,2:00:52,30.6,29.3,29.5,1.3,,,,29.8,27.6,2.2,,,,,,,
714,3/11/2024,2:01:02,30.6,29.3,29.5,1.3,,,,29.8,27.6,2.2,,,,,,,
715,3/11/2024,2:01:12,30.6,29.3,29.5,1.3,,,,29.8,27.6,2.2,,,,,,,
716,3/11/2024,2:01:22,30.6,29.3,29.5,1.3,,,,29.8,27.6,2.2,,,,,,,
717,3/11/2024,2:01:32,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
718,3/11/2024,2:01:42,30.6,29.3,29.5,1.3,,,,29.8,27.6,2.2,,,,,,,
719,3/11/2024,2:01:52,30.6,29.3,29.5,1.3,,,,29.8,27.6,2.2,,,,,,,
720,3/11/2024,2:02:02,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
721,3/11/2024,2:02:12,30.6,29.3,29.5,1.3,,,,29.8,27.6,2.2,,,,,,,
722,3/11/2024,2:02:22,30.6,29.3,29.5,1.3,,,,29.8,27.6,2.2,,,,,,,
723,3/11/2024,2:02:33,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
724,3/11/2024,2:02:43,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
725,3/11/2024,2:02:53,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
726,3/11/2024,2:03:03,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
727,3/11/2024,2:03:13,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
728,3/11/2024,2:03:23,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
729,3/11/2024,2:03:33,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
730,3/11/2024,2:03:43,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
731,3/11/2024,2:03:53,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
732,3/11/2024,2:04:03,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
733,3/11/2024,2:04:14,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
734,3/11/2024,2:04:24,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
735,3/11/2024,2:04:34,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
736,3/11/2024,2:04:44,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
737,3/11/2024,2:04:54,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
738,3/11/2024,2:05:04,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
739,3/11/2024,2:05:14,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
740,3/11/2024,2:05:24,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
741,3/11/2024,2:05:34,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
742,3/11/2024,2:05:44,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
743,3/11/2024,2:05:55,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
744,3/11/2024,2:06:05,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
745,3/11/2024,2:06:15,30.6,29.3,29.4,1.3,,,,29.8,27.6,2.2,,,,,,,
